,Datetime,Tweet Id,Text,Username
0,2021-05-12 11:25:43+00:00,1392440850626486273,"#HYDTPweBringAwareness Today Sri. Anjani Kumar, IPS., @CPHydCity  along with Sri. Dr. Anil Kumar, IPS., @AddlCPTrHyd Sri. D.S. Chauhan, IPS., @AddlCPLOHyd   and @DCPSZHyd displaying Placards at Charminar for awareness on #COVID19 precautions &amp; safety measures. #StayHomeStaySafe https://t.co/OrffPvbrGf",HYDTP
1,2021-04-29 12:00:10+00:00,1387738476343271424,"#HYDTPweBringAwareness 
Today Sri V. Sreenivasa Reddy, @acp_trf5
 along with @insptr_kachigud traffic police
 conducted awareness program at 6 No, Amberpet.
Please wear the mask in all public and work places for your safety and follow the Government #lockdown down guidelines. https://t.co/KfMHI9dMKo",HYDTP
2,2021-04-29 10:08:19+00:00,1387710330042605573,"#HYDTPweBringAwareness 
Today Sri B. Ramulu Naik, @acp_trf6 along with @insptr_charmina  conducted awareness program at Charminar.

Please wear the mask in all public and work places for your safety and follow the Government #lockdown down guidelines. @AddlCPTrHyd https://t.co/RfAJKgzp2g",HYDTP
3,2021-04-29 07:36:32+00:00,1387672130305724419,"#HYDTPweBringAwareness 
Today Sri. B. Koteshwar Rao, @acp_trf4 along with Asif Nagar Traffic Police conducted awareness program to wear Face masks &amp; maintain Physical distancing by displaying placards to avert the spread of #COVID19 at Mehdipatnam. 
@AddlCPTrHyd https://t.co/UwsBExN8wq",HYDTP
4,2021-04-25 03:08:59+00:00,1386155250357207040,"#HYDTPweBringAwareness
Falaknuma Traffic Police along with GHMC officials conducted an awareness program on wearing of #Mask to avert the spread of #COVID19 
@AddlCPTrHyd https://t.co/Oky2FWEJfD",HYDTP
5,2021-04-20 21:02:49+00:00,1384613549880889349,#HYDTPweBringAwareness #SupportNightCurfew https://t.co/kAPPvQc4kh,Syed_Naveed_Hyd
6,2021-04-20 09:40:51+00:00,1384441924354854912,"#HYDTPweBringAwareness #SupportNightCurfew 
HYDTP request citizens to follow and support the Night Curfew (9pm to 5am) from tonight to defeat the #COVIDSecondWaveInIndia  and save the fellow citizens.
@AddlCPTrHyd https://t.co/15Msx0i3Nc",HYDTP
7,2021-04-14 16:32:40+00:00,1382371235489669120,"#HYDTPweBringAwareness 
#Mask hai Mazak Nahi hai. 
Wear #Mask 😷  covering Nose n Mouth &amp; @IndianStandards recommended Helmet ⛑ saves lives.
@AddlCPTrHyd https://t.co/aHkt0Bdl1M",HYDTP
8,2021-04-11 06:26:26+00:00,1381131508195368965,"#HYDTPweBringAwareness 
Charminar Traffic Police creating awareness to avert the spread of #COVID19 
@AddlCPTrHyd https://t.co/FjjunyenQU",HYDTP
9,2021-04-10 07:41:06+00:00,1380787912535465985,"#HYDTPweBringAwareness 
Today Malakpet Traffic Police conducted the #COVID19 awareness program at Nalgonda &amp; Azampura X Roads.
@AddlCPTrHyd https://t.co/JmIyckc83n",HYDTP
10,2021-04-10 07:30:40+00:00,1380785285387063298,"#HYDTPweBringAwareness 
Today Abids Traffic Police conducted the #COVID19 awareness program at Yousuf &amp; Co.
@AddlCPTrHyd https://t.co/nnpppZs3Dr",HYDTP
11,2021-04-09 18:24:26+00:00,1380587422249934850,"#HYDTPweBringAwareness 
Today Charminar Traffic Police conducted #COVID19 awareness program from Charminar monument to Gulzar House and also distributed Masks.
@AddlCPTrHyd https://t.co/V8lVRtz61p",HYDTP
12,2021-04-09 12:26:42+00:00,1380497396589731845,"#HYDTPweBringAwareness
Today @insptr_gopalap conducted #Covid_19 awareness program at Chilkalguda x roads. https://t.co/vXGkL5z395",HYDTP
13,2021-04-09 10:01:22+00:00,1380460823462600704,"#HYDTPweBringAwareness 

Today @insptr_sbzr traffic police conducted #covid_19 awareness program at Andhrabank koti and distributed masks. https://t.co/sFlHTQl73Y",HYDTP
14,2021-04-08 12:19:46+00:00,1380133262484365314,"#HYDTPweBringAwareness 
Today @insptr_gmahal traffic police conducted awareness program and also distributed masks at M J Market. https://t.co/rKtogOk4wN",HYDTP
15,2021-04-08 09:48:56+00:00,1380095305014648832,"#HYDTPweBringAwareness 
Today @insptr_bahadur conducted #Covid_19  awareness program with the auto drivers. https://t.co/TBbeZixokY",HYDTP
16,2021-04-07 12:57:36+00:00,1379780395483291655,"#HYDTPweBringAwareness 
Today @insptr_nampally  traffic police conducted awareness program near Railway station, Nampally. https://t.co/QsaNavS7Le",HYDTP
17,2021-04-07 06:04:38+00:00,1379676472705568768,"#HYDTPweBringAwareness 
Today insptr_srnagar traffic police conducted #Covid_19 citizen awareness program on world health day along  with Aster Prime Hospital staff and also distributed masks at, Mytrivanam. https://t.co/d0P98x0cOM",HYDTP
