img,url,title,desc,date
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/cities/chennai/2022/jan/11/chennai-corpto-finish-relaying-roads-in-two-monthsofficials-2405435.html,Chennai Corp to finish relaying roads in two months: Officials,"The IAS officers, appointed to each zone to oversee the Covid-19 preventive measures, will also monitor the laying of roads. ",published on : 11th January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/cities/chennai/2022/jan/11/commuters-face-tough-time-navigating-perungudi-roads-2405434.html,Commuters face tough time navigating Perungudi roads,"Want to enjoy off-roading? All you need to do is head to the Corporation Road in Perungudi.
The back-breaking road has not been relaid for half a decade and is filled with craters and potholes.",published on : 11th January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/nation/2022/jan/10/rahul-gandhi-returns-from-abroad-reviews-poll-strategy-for-goa-2405252.html,"Rahul Gandhi returns from abroad, reviews poll strategy for Goa",The sources said Rahul Gandhi was abroad during the last few days for the New Year and returned last night.,published on : 10th January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/states/odisha/2022/jan/10/odisha-police-book-three-engineers-for-alleged-involvement-in-road-construction-scam-2405083.html,Odisha police book three engineers for alleged involvement in road construction scam,"The trio was booked under sections 420, 406 and 34 of the IPC basing on the FIR of Superintending Engineer of RD department of Jajpur and Kendrapara circle Sanjeeb Kumar Das.",published on : 10th January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/states/andhra-pradesh/2022/jan/10/ttd-to-reopen-alipiri-ghat-road-tomorrow-2405093.html,TTD to reopen Alipiri ghat road tomorrow,The Tirumala Tirupati Devasthanams (TTD) had diverted vehicular traffic to Tirumala through the link road to undertake repair works.,published on : 10th January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/states/andhra-pradesh/2022/jan/10/govt-sanctions-18841-cr-to-repair-82-roads-2405094.html,Govt sanctions Rs 188.41 cr to repair 82 roads,"62 roads in Krishna will be repaired with Rs 111.25 cr, Rs 77.16 cr to be used to maintain 20 roads under State Highways",published on : 10th January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/cities/bengaluru/2022/jan/10/shortfilm-life-at-crossroads-2404941.html,Shortfilm: Life at crossroads,"Independent filmmaker Pooja’s latest short film Amamma, starring Padma Shri B Jayashree is based on a sensitive topic of the elderly’s need for companionship.",published on : 10th January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/cities/chennai/2022/jan/10/road-over-bridge-construction-on-chennai-tiruvallur-high-road-causing-hardship-for-motorists-2405015.html,Road over bridge construction on Chennai-Tiruvallur High Road causing hardship for motorists,The ongoing works of road over bridge on Chennai - Tiruvallur High (CTH) Road is causing hardship to motorists in the western suburban areas.,published on : 10th January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/cities/chennai/2022/jan/10/toll-collection-on-outer-ring-road-from-today-2405014.html,Toll collection on Outer Ring Road from today,"The stretch, built at a cost of over Rs 1,000 crore, was inaugurated 10 months ago",published on : 10th January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/nation/2022/jan/09/tough-road-ahead-for-bjp-in-poll-bound-states-as-demands-yet-to-be-met-farmer-leaders-2404849.html,Tough road ahead for BJP in poll-bound states as demands yet to be met: Farmer leaders,"Samyukta Kisan Morcha (SKM), an umbrella body of 44 farm unions, will meet on January 15 to review the progress on pending demands and decide on the future course of action.",published on : 9th January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/states/telangana/2022/jan/09/university-of-hyderabadmoves-division-bench-over-road-2404733.html,University of Hyderabad moves division bench over road,UoH wanted to restrain authorities from laying an approach road through its campus admeasuring over 18.30 acres.,published on : 9th January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/cities/chennai/2022/jan/08/chennai-corpgets-rs-213-crore-more-to-fix-roads-damaged-in-rains-2404435.html,Chennai Corp gets Rs 213 crore more to fix roads damaged in rains,"Following the withdrawal of the Northeast monsoon, the Chennai Corporation has formed teams that includes deputy commissioners to monitor road repair works.",published on : 8th January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/good-news/2022/jan/08/kerala-teacher-leading-children-on-road-to-innovation-2404295.html,Kerala teacher leading children on road to innovation,"Sunil Paul, who hails from Chemperi in Kannur, declined many lucrative job offers from abroad after securing the first rank in MTech from SRM University, Chennai, in robotics.",published on : 8th January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/cities/hyderabad/2022/jan/07/telangana-hc-quashes-university-of-hyderabad-plea-against-road-in-campus-2403955.html,Telangana HC quashes University of Hyderabad plea against road in campus,"The approach road, which has resulted in acquisition of 18.30 acres of university land, connects Indian School of Business with Serilingampally.",published on : 7th January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/states/andhra-pradesh/2022/jan/07/phase-2-ghat-road-works-begin-at-kondaveedu-2404017.html,Phase-2 ghat road works begin at Kondaveedu,"On this occasion, Nayeemulla inspected the ongoing construction works at Narasimha Swamy Temple, Mosque, and Sivalayam and made necessary suggestions.",published on : 7th January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/cities/bengaluru/2022/jan/07/e-bikes-eye-record-books-with-14k-km-road-trip-2404010.html,E-bikes eye record books with 14k+ km road trip,"The two riders -- John Kuruvilla and Gautam Khot -- will undertake a over 14,000-km round trip across the country on February 4, and it will be flagged off from Bengaluru.",published on : 7th January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/states/telangana/2022/jan/06/three-killed-in-road-mishap-at-patancheru-2403584.html,Three killed in road mishap at Patancheru,The auto driver turned right near Maheshwaram College and was hit by a tipper coming from Patancheru side.,published on : 6th January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/states/odisha/2022/jan/06/one-public-health-centre-1-ambulance-and-no-roads-sum-up-healthcare-for-odishas-bonda-tribals-2403695.html,"One public health centre, 1 ambulance and no roads sum up healthcare for Odisha's Bonda tribals ",The tribals are forced to hire private vehicles at exorbitant rates to reach the community health centre in Khairput which is 30 km from the Bonda Hill.,published on : 6th January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/cities/bengaluru/2022/jan/06/roadmap-to-build-new-bengaluru-in-works-bommai-2403559.html,Roadmap to build new Bengaluru in works: Bommai,"Moots the need to develop city in a planned & integrated manner
 ",published on : 6th January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/business/2022/jan/05/focussed-road-map-timely-interventions-necessary-to-achieve-net-zero-target-by-2070-icra-2403405.html,"Focussed road map, timely interventions necessary to achieve net zero target by 2070: ICRA",ICRA Head (Research and Outreach) Rohit Ahuja said that these sectors together emit 90 per cent of carbon dioxide as per 2019 data of the International Energy Agency.,published on : 5th January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/nation/2022/jan/05/pm-modi-gets-stuck-on-road-in-punjab-for-20-minutes-skips-mega-event-over-security-lapse-2403377.html,"PM Modi gets stuck on road in Punjab for 20 minutes, skips mega event over 'security lapse' ",The Ministry of Home Affairs took cognisance of the serious security lapse and has sought a detailed report from the state government. ,published on : 5th January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/business/2022/jan/05/hughes-network-systems-bharti-airtel-form-jv-to-offer-satellite-broadband-services-in-india-2403345.html,"Hughes Network Systems, Bharti Airtel form JV to offer satellite broadband services in India","HCIPL, a majority-owned subsidiary of Hughes Network Systems, and Bharti Airtel announced a joint venture to offer satellite broadband services in India.",published on : 5th January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/cities/bhubaneswar/2022/jan/05/bhubaneswar-development-authorityto-take-up-45-town-planning-projects-along-capital-ring-road-2403289.html,Bhubaneswar Development Authority to take up 45 Town Planning projects along Capital ring road,"It has been planned to pull around 1,600 acres of land to accommodate 1.50 lakh people with basic urban amenities. ",published on : 5th January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/cities/bengaluru/2022/jan/05/old-airport-road-project-ready-by-march-2403136.html,Old Airport Road project ready by March,"The Rs 19.5-crore project running to a length of nearly 17.5km involves construction of underpasses at Kundalahalli, Wind Tunnel Road and Suranjan Das Road.",published on : 5th January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/cities/chennai/2022/jan/05/departments-trade-blame-as-road-caves-in-again-2403178.html,Departments trade blame as road caves in again,"Being a busy bus route, commuters are finding it difficult to cross the area. “The past two cave-ins were reported on the other end of the road, which is slightly broader.",published on : 5th January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/states/karnataka/2022/jan/05/three-day-chintan-baithak-to-lay-out-roadmap-for-bjp-in-karnataka-2403144.html,Three-day Chintan Baithak to lay out roadmap for BJP in Karnataka,"The Baithak is crucial in the wake of the party’s poor performance in the recently held polls, including to the Council and some urban local bodies, in which its vote share saw a decline.",published on : 5th January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/states/karnataka/2022/jan/05/unravelling-secrets-of-good-quality-roads-for-our-cities-2403145.html,Unravelling ‘secrets’ of good quality roads for our cities,All these roads are constructed using cement concrete for long life without sacrificing on quality in construction and supervision.,published on : 5th January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/nation/2022/jan/04/roads-being-built-in-uttarakhand-will-open-its-doors-to-prosperity-union-minister-nitin-gadkari-2403033.html,Roads being built in Uttarakhand will open its doors to prosperity: Union Minister Nitin Gadkari,"Gadkari said that after he became the minister of road transport and highways, he decided to change the face of Uttarakhand with projects worth Rs 2 lakh crore for the state.",published on : 4th January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/cities/hyderabad/2022/jan/03/45-year-old-injured-in-hyderabad-road-mishap-2402426.html,45-year-old injured in Hyderabad road mishap,"A day after the Shaikpet flyover was opened to the public, a housekeeping worker was injured in a hit-and-run case in Tolichowki police station limits on Sunday morning.",published on : 3rd January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/states/telangana/2022/jan/03/telangana-road-transport-bodyto-run-4300sankranti-specials-but-no-extra-charges-2402417.html,"Telangana road transport body to run 4,300 Sankranti specials, but no extra charges",The corporation is expecting to help around 16 lakh people reach their destinations during the Sankranti holidays.,published on : 3rd January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/cities/chennai/2022/jan/03/pitch-dark-pallavaram-thoraipakkam-radial-road-in-chennai-is-nightmare-for-commuters-2402459.html,Pitch dark Pallavaram-Thoraipakkam radial road in Chennai is nightmare for commuters,"Expansion works on the Pallavaram-Thoraipakkam radial road have come at a heavy cost. The damage caused to the street lights and other utilities, remain unattended for at least a year. ",published on : 3rd January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/cities/thiruvananthapuram/2022/jan/03/thiruvananthapuram-land-acquisition-hurdles-hit-kodinada-vazhimukku-road-development-2402388.html,Thiruvananthapuram: Land acquisition hurdles hit Kodinada-Vazhimukku road development,"Action council, which launched stir against the delay in project implementation, demands that govt intervene and ensure speedy completion of land acquisition",published on : 3rd January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/nation/2022/jan/02/assam-awaits-centres-clearance-for-35-km-long-elevated-road-via-kaziranga-national-park-2402322.html,Assam awaits Centre’s clearance for 35-km long elevated road via Kaziranga National Park,"Earlier, the state government had submitted an alignment report for a two-lane but the ministry suggested a 4-lane project given the increase in road traffic and looking at the future.",published on : 2nd January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/states/tamil-nadu/2022/jan/02/govt-firm-builds-illegal-road-in-kosasthalaiyar-2402147.html,Govt firm builds ‘illegal’ road in Kosasthalaiyar,"According to CRZ rules, the area must be restored to its original shape after the completion of construction. ",published on : 2nd January 2022
https://images.newindianexpress.com/uploads/user/imagelibrary/logo/nie_logo_600X390.jpg,https://www.newindianexpress.com/good-news/2022/jan/02/two-tn-youth-set-up-roadside-eatery-to-make-ends-meetnursedream-of-civil-services-2402152.html,"Two TN youth set up roadside eatery to fund their education, nurse dream of civil services","Two youngsters chase their dream of becoming IAS  officers, thanks to the ‘thattu vadai’ in their roadside stall",published on : 2nd January 2022
